CAU_num_2001	CAU_name_2001	CAU_average_NZDep2001	CAU_average_NZDep_score_2001
560422	Tokorangi-Hiwinui	2	913
560710	Feilding North	8	1029
560720	Feilding West	6	989
560730	Feilding Central	8	1034
560740	Feilding East	6	989
560900	Sanson	7	1018
561000	Rongotea	6	993
561100	Tangimoana	9	1089
561200	Himatangi Beach	10	1114
561300	Foxton Beach	10	1113
561410	Rakiraki	2	910
561421	Ohakea	2	917
561422	Oroua Downs-Waitohi	3	938
561500	Moutoa	5	970
561700	Foxton	10	1112
561811	Kairanga	3	927
561812	Longburn	5	972
561813	Massey University	10	1120
561820	Linton Military Camp	4	946
561901	Kauwhata	2	915
561902	Turitea	2	923
562100	Milson	5	967
562200	Kelvin Grove	6	987
562310	Takaro	7	1013
562320	Cloverlea	6	995
562401	Palmerston North Hospital	5	962
562402	Papaeoia	7	1013
562500	Roslyn	9	1057
562600	Terrace End	5	971
562710	Highbury	10	1145
562720	Westbrook	7	1013
562800	Palmerston North Central	9	1061
562910	Awapuni North	9	1060
562921	Awapuni West	2	925
562922	Awapuni South	2	925
563000	West End	7	1003
563101	Hokowhitu West	4	942
563102	Hokowhitu Lagoon	2	911
563200	Hokowhitu East	4	941
563300	Aokautere	1	895
563500	Shannon	10	1138
563600	Waitarere	8	1040
563701	Waikanae Beach	6	987
563703	Waikanae East	3	932
563704	Peka Peka	4	944
563705	Waikanae Park	2	917
563706	Waikanae West	3	937
563801	Tokomaru	6	989
563802	Opiki	3	935
563920	Kaitawa	1	888
564011	Lake Horowhenua	7	1023
564012	Waiopehu	7	1020
564013	Kohitere	4	946
564021	Mangaore-Manakau	4	953
564022	Otaki Forks	3	928
564023	Te Horo	5	970
564210	Levin North	7	1007
564220	Levin West	9	1097
564231	Playford Park	9	1073
564232	Levin South	10	1165
564240	Levin East	7	1019
564400	Otaki	9	1065
564510	Heretaunga Park	1	898
564520	Trentham South	6	981
564530	Pinehaven	1	905
564600	Nabhra	1	894
564800	Glendale	8	1051
564900	Parkway	6	999
565000	Fernlea	7	1003
565100	Arakura	8	1040
565200	Homedale West	7	1018
565300	Homedale East	6	992
565400	Pencarrow	1	907
565601	Pauatahanui	1	890
565602	Endeavour	1	861
565603	Resolution	1	858
565604	Adventure	2	918
565700	Paekakariki Hill	1	908
565901	Paraparaumu Beach North	6	980
565902	Otaihanga	2	919
565903	Paraparaumu Beach South	4	957
566000	Paraparaumu Central	7	1010
566101	Raumati Beach	4	957
566102	Raumati South	4	952
566200	Paekakariki	6	986
566301	Kapiti Island		
566302	Maungakotukutuku	1	907
566500	Te Marua	3	933
566610	Akatarawa	4	952
566620	Emerald Hill	4	945
566700	Maoribank	7	1020
566800	Clouston Park	6	986
566900	Totara Park	3	941
567000	Ebdentown	7	1002
567100	Upper Hutt Central	9	1064
567200	Maidstone	9	1084
567300	Wallaceville	6	997
567400	Elderslea	6	983
567500	Moonshine	4	953
567600	Brentwood	8	1040
567700	Trentham North	7	1021
567800	Heretaunga-Silverstream	2	926
567901	Cloustonville	2	914
567902	Mangaroa	1	897
568101	Tawhai	5	964
568102	Holborn	6	1000
568103	Delaney	9	1100
568104	Manuka	1	901
568201	Taita North	10	1166
568202	Taita South	9	1105
568301	Avalon East	9	1067
568302	Naenae North	10	1133
568303	Naenae South	10	1110
568401	Avalon West	5	962
568402	Boulcott	4	942
568501	Epuni West	6	986
568502	Epuni East	7	1004
568601	Waterloo West	2	910
568602	Waterloo East	3	933
568701	Waiwhetu North	8	1034
568702	Waiwhetu South	8	1026
568800	Gracefield	9	1059
568900	Moera	10	1129
569001	Woburn North	1	887
569002	Woburn South	6	985
569100	Hutt Central	1	908
569201	Melling	7	1016
569202	Alicetown	5	970
569301	Normandale	1	878
569302	Maungaraki	1	897
569400	Belmont	1	889
569500	Kelson	1	895
569600	Haywards-Manor Park	3	939
569800	Korokoro	1	896
569900	Petone Central	7	1006
570000	Esplanade	8	1032
570100	Wilford	8	1031
570300	Eastbourne	1	888
570400	Titahi Bay North	8	1054
570500	Onepoto	6	998
570600	Titahi Bay South	9	1085
570700	Elsdon-Takapuwahia	10	1108
570800	Porirua Central	10	1266
570900	Porirua East	10	1155
571000	Ranui Heights	7	1006
571100	Cannons Creek North	10	1258
571200	Cannons Creek South	10	1169
571300	Cannons Creek East	10	1238
571400	Waitangirua	10	1224
571500	Papakowhai	1	893
571600	Ascot Park	9	1080
571800	Pukerua Bay	2	915
571900	Plimmerton	2	911
572000	Mana-Camborne	1	900
572100	Paremata-Postgate	1	904
572200	Discovery	1	882
572300	Mana Island		
572500	Tawa South	1	897
572600	Central Tawa	4	949
572701	Linden	6	979
572702	Greenacres	1	894
572900	Thorndon-Tinakori Road	3	927
573000	Lambton	8	1044
573100	Willis Street-Cambridge Terrace	8	1025
573200	Aro Street-Nairn Street	9	1075
573300	Mt Cook-Wallace Street	9	1060
573400	Mt Victoria West	5	967
573511	Churton Park	3	928
573512	Churton	1	878
573521	Grenada	1	892
573522	Grenada North	6	1000
573523	Paparangi	1	893
573524	Newlands East	1	904
573600	Johnsonville North	3	933
573700	Johnsonville South	5	973
573800	Johnsonville East	2	923
573900	Newlands North	4	945
574001	Newlands South	4	952
574002	Ngauranga East	5	975
574100	Raroa	3	939
574200	Khandallah Park	1	876
574302	Te Kainga	1	883
574303	Ngauranga West		
574304	Rangoon Heights	1	891
574401	Awarua	1	879
574402	Ngaio	1	894
574500	Kaiwharawhara	1	908
574600	Wadestown	1	879
574700	Wilton-Otari	2	914
574800	Johnston Hill	1	886
574900	Karori Park	4	944
575000	Karori East	1	887
575100	Wright Hill	1	907
575200	Northland	2	918
575300	Kelburn	3	935
575400	Taitville	5	967
575500	Mitchelltown	4	945
575600	Brooklyn	2	920
575700	Vogeltown	2	923
575800	Kingston	4	950
575901	Brooklyn South	2	917
575902	Happy Valley-Owhiro Bay	4	956
576001	Island Bay West	3	935
576002	Island Bay East	3	930
576100	Melrose	3	937
576200	Berhampore	9	1060
576300	Newtown West	9	1061
576400	Newtown East	9	1098
576500	Adelaide	8	1049
576600	Oriental Bay	3	928
576700	Roseneath	1	903
576800	Hataitai	2	920
576901	Kilbirnie East	9	1057
576902	Kilbirnie West	5	972
577000	Lyall Bay	6	984
577100	Strathmore Park	8	1027
577200	Miramar South	6	978
577300	Miramar North	5	966
577400	Karaka Bay-Worser Bay	1	891
577500	Seatoun	1	894
577600	Maupuia	6	995
577700	Makara-Ohariu	1	901
577900	Mangatainoka	3	940
578000	Pahiatua	7	1010
578100	Eketahuna	9	1102
578200	Nireaha-Tiraumea	3	931
578301	Homebush-Te Ore Ore	2	922
578302	Opaki-Fernridge	1	903
578401	Kopuaranga	2	914
578402	Whareama	4	946
578600	Masterton Central	9	1091
578700	Masterton West	6	991
578800	Masterton East	10	1120
578901	Solway North	7	1008
578902	Solway South	7	1013
579000	Ngaumutawa	6	986
579100	Masterton Railway	10	1161
579200	Lansdowne	6	986
579400	Waingawa	2	912
579501	Mt Holdsworth	3	934
579502	Te Wharau	2	913
579700	Carterton	7	1012
579802	Tuturumuri	5	976
579803	Kahutara	2	926
579804	Inland Water-Lake Wairarapa		
579900	Greytown	5	966
580000	Featherston	8	1040
580100	Martinborough	7	1007
580200	Havelock	6	982
580300	Renwick	4	946
580410	Woodbourne	1	903
580420	Omaka	1	907
580430	Spring Creek-Riverlands	4	952
580442	Waikawa	5	972
580444	Wairau	2	916
580445	Marlborough Sounds Coastal Mari	6	997
580446	Marlborough Sounds Terrestrial	6	982
580600	Severn	3	935
580801	Ward	4	942
580802	Seddon	6	983
580900	Lake Tennyson		
581100	Picton	7	1010
581210	Springlands	3	940
581220	Mayfield	8	1047
581230	Blenheim Central	7	1017
581240	Whitney	6	995
581250	Redwoodtown	6	987
581260	Witherlea	3	932
581400	Kaikoura Township	6	993
581500	Kaikoura Rural	5	960
581601	Golden Bay	6	996
581602	Takaka	6	996
581713	Glenduan	3	939
581715	Ngawhatu	2	911
581717	Aniseed Hill	1	872
581720	Hope	3	930
581721	Saxton Island		
581722	Waimea Inlet East		
581723	Saxton	2	918
581724	Best Island	4	947
581725	Bell Island		
581726	Ranzau	4	942
581811	Richmond Hill	1	905
581812	Whangamoa	3	933
581822	Brightwater	2	925
581823	Wakefield	3	938
581825	Mapua	4	944
581831	Inlet-Motueka		
581832	Kaiteriteri	7	1022
581833	Motueka Outer	6	987
581834	Rabbit Island	7	1011
581835	Waimea Inlet West	3	937
581836	Wai-Iti	3	937
581841	Golden Downs	6	982
581842	Lake Rotoroa	4	941
581843	Murchison	5	974
581844	Tapawera	9	1058
581850	Riwaka	5	977
582000	Clifton	2	920
582100	Atawhai	3	937
582200	Port Nelson	7	1017
582300	The Wood	8	1027
582400	Britannia Heights	7	1015
582500	Trafalgar	5	971
582600	Maitai	7	1014
582700	Kirks	8	1039
582800	Bronte	4	958
582900	Atmore	4	956
583000	Tahunanui	8	1031
583100	Tahuna Hills	3	928
583201	Toi Toi	9	1078
583202	Broads	8	1050
583300	Grampians	8	1043
583400	The Brook	7	1016
583500	Nelson Airport	7	1009
583600	Nayland	6	994
583700	Enner Glynn	4	949
583800	Maitlands	5	971
583900	Isel Park	8	1053
584000	Langbein	6	981
584201	Richmond North	5	959
584202	Richmond South	3	936
584301	Motueka West	7	1014
584303	Motueka East	7	1014
584304	Moutere Inlet		
584305	Jackett Island	8	1041
584402	Karamea	7	1009
584403	Hector-Ngakawau	10	1165
584404	Granity	10	1248
584405	Orowaiti	4	952
584407	Little Wanganui	8	1037
584408	Mokihinui	10	1150
584409	Buller Coalfields	9	1106
584410	Westport Rural	6	981
584411	Charleston	8	1050
584412	Inangahua Junction	9	1078
584500	Westport Urban	9	1062
584600	Reefton	8	1035
584701	Inangahua Valley	6	984
584702	Mawheraiti	4	953
584703	Maruia	5	966
584800	Karoro	2	914
584911	Kaiata	7	1015
584912	South Beach-Camerons	2	918
584922	Blackball	9	1090
584923	Point Elizabeth	7	1008
584930	Dobson	7	1018
584931	Barrytown	8	1037
584932	Coal Creek	7	1008
584933	Atarau	4	956
584934	Greymouth Rural	8	1049
584935	Marsden-Hohonu	3	939
584936	Arnold Valley	7	1007
584937	Nelson Creek-Ngahere	7	1007
584938	Ahaura	5	965
584939	Lake Brunner	4	954
584940	Haupiri	7	1002
585000	Runanga-Rapahoe	9	1073
585110	Cobden	9	1086
585120	Blaketown	7	1006
585130	Greymouth Central	9	1066
585140	Greymouth South	5	964
585306	Kumara	8	1052
585307	Kaniere	3	936
585309	Ross	7	1006
585311	Harihari	5	960
585312	Franz Josef	5	960
585313	Fox Glacier	2	917
585314	Taramakau	8	1029
585315	Otira	9	1072
585316	Waimea-Arahura	5	970
585317	Hokitika Rural	4	959
585318	Hokitika Valley	2	910
585319	Totara River	5	962
585320	Waitaha	4	943
585321	Whataroa	4	946
585322	Waiho	4	942
585323	Karangarua	3	939
585324	Bruce Bay-Paringa	3	939
585325	Haast	7	1015
585400	Hokitika Urban	8	1030
585502	Hanmer Springs	6	989
585503	Amuri	4	949
585504	Culverden	5	975
585601	Parnassus	3	941
585602	Cheviot	6	978
585700	Hurunui	5	963
585802	Amberley	6	986
585803	Leithfield	4	951
585805	Sefton	2	925
585806	Okuku	3	931
585807	Loburn	1	894
585808	Ashley	2	919
586001	Camside	4	950
586002	Pines-Kairaki Beach	8	1036
586112	Waikuku	6	978
586114	Cust	2	920
586115	Mairaki	1	894
586116	Fernside	1	906
586117	Tuahiwi	3	940
586118	Coldstream	4	958
586120	Woodend	2	919
586301	Rangiora North	5	959
586302	Rangiora West	4	948
586303	Rangiora East	6	1001
586304	Southbrook	3	927
586401	Kaiapoi North	6	990
586402	Kaiapoi South	4	944
586501	Clarkville	1	906
586502	Kaiapoi West	6	999
586601	West Eyreton	1	900
586602	Eyreton	1	881
586801	Ashley Gorge	3	928
586802	Oxford	6	986
586900	Darfield	4	942
587010	Kirwee	1	895
587020	Burnham Military Camp	4	944
587100	Malvern	3	941
587301	Oaklands	2	921
587302	Halswell South	1	906
587400	Hornby North	7	1012
587500	Hornby South	7	1010
587701	Sockburn	6	1000
587702	Wigram	6	999
587811	Yaldhurst	2	918
587812	Broomfield	7	1016
587820	Templeton	5	964
587830	Islington	6	979
587841	Prebbleton	1	899
587842	Halswell West	2	910
587843	Halswell East	4	946
587844	Westmorland	1	878
587902	Mcleans Island	2	914
587903	Kennedys Bush	1	897
587904	West Melton	1	893
587905	Taitapu	1	889
588101	Redwood North	4	943
588102	Redwood South	5	960
588200	Styx Mill	5	962
588300	Casebrook	8	1040
588400	Sawyers Arms	2	921
588500	Kaimahi	3	937
588600	Harewood	4	948
588700	Bishopdale	5	965
588800	Russley	3	939
588900	Burnside	4	947
589000	Wairarapa	5	970
589100	Jellie Park	9	1067
589200	Bryndwr	1	903
589300	Holmwood	1	891
589400	Fendalton	2	923
589500	Deans Bush	1	892
589601	Hawthornden	1	904
589602	Merrin	3	930
589700	Westburn	2	926
589800	Masham	3	931
589900	Avonhead	2	926
590000	Ilam	4	944
590100	Upper Riccarton	6	990
590200	Wharenui	7	1011
590300	Middleton	9	1070
590400	Belfast	5	966
590500	Marshland	2	925
590601	Styx	4	945
590602	Parklands	5	968
590700	Riccarton West	7	1003
590800	Riccarton	8	1029
590900	Riccarton South	8	1051
591101	Cashmere West	1	890
591102	Cashmere East	1	882
591200	Rapaki Track	3	928
591300	Heathcote Valley	3	931
591500	Cathedral Square	9	1068
591600	Hagley Park	7	1001
591700	Avon Loop	9	1062
591800	Northcote	7	1018
591900	Papanui	4	954
592000	Aorangi	5	959
592100	Strowan	2	917
592200	Merivale	4	947
592300	Rutland	2	910
592401	St Albans West	6	981
592402	St Albans East	6	996
592500	Mairehau	5	963
592600	Edgeware	7	1021
592701	Shirley West	8	1040
592702	Shirley East	8	1034
592811	Burwood	4	947
592812	Dallington	5	971
592820	Travis	4	944
592900	Avondale	4	944
593000	Chisnall	8	1037
593100	Aranui	10	1170
593200	North Richmond	5	966
593300	South Richmond	9	1099
593400	Avonside	8	1031
593501	Linwood	10	1123
593502	Phillipstown	10	1118
593600	North Linwood	8	1053
593700	East Linwood	8	1055
593800	Bexley	8	1051
593900	Bromley	8	1055
594010	Woolston West	8	1051
594020	Ferrymead	7	1005
594100	Woolston South	9	1080
594200	Ensors	9	1065
594300	Opawa	4	959
594400	St Martins	3	930
594500	Waltham	10	1116
594600	Sydenham	9	1062
594700	Addington	9	1092
594800	Barrington North	6	1001
594900	Barrington South	4	952
595000	Spreydon	8	1029
595100	Hoon Hay	4	947
595200	Hoon Hay South	3	928
595300	Hillmorton	7	1014
595400	Somerfield	5	962
595500	Beckenham	2	920
595600	North Beach	7	1012
595700	Rawhiti	8	1031
595800	New Brighton	8	1045
595900	South Brighton	5	964
596000	Mt Pleasant	1	882
596101	Avon-Heathcote Estuary		
596102	Moncks Bay	1	902
596200	Sumner	2	919
596400	Lyttelton	4	952
596502	Diamond Harbour	3	938
596503	Governors Bay	1	894
596504	Quail Island		
596600	Port Levy	4	948
596800	Akaroa	5	966
596900	Okains Bay	4	942
597000	Chatham Islands		
597101	Little River	4	956
597102	Inland Water-Lake Ellesmere Sou		
597200	Lincoln	3	935
597300	Leeston	3	930
597400	Southbridge	3	931
597502	Rolleston	1	903
597503	Dunsandel	2	919
597504	Springston	1	899
597505	Inland Water-Lake Ellesmere Nor		
597506	Selwyn-Rakaia	2	921
597600	Methven	2	923
597711	Fairton	1	896
597712	Plains Railway	1	895
597720	Mt Somers	2	913
597730	Hinds	1	904
597741	Chertsey	2	925
597742	Rakaia	6	997
597810	Allenton	3	928
597820	Central Ashburton West	5	968
597830	Netherby	7	1013
597840	Central Ashburton East	6	998
597850	Hampstead	7	1001
597860	Tinwald	4	952
598000	Winchester	6	981
598201	Fairview-Scarborough	2	918
598202	Otipua Creek-Washdyke Flat	1	895
598311	Ben Mcleod	1	909
598312	Orari	3	940
598313	Levels	2	912
598314	Pareora	8	1033
598320	Pleasant Point	4	949
598500	Geraldine	5	973
598600	Temuka	6	990
598700	Washdyke	5	976
598800	Waimataitai	7	1022
598900	Marchwiel	7	1022
599000	Maori Park	6	983
599100	Highfield	3	939
599200	Glenwood	5	976
599300	Gleniti	1	901
599400	Fraser Park	5	975
599500	Seaview	8	1044
599600	Watlington	7	1016
599700	Parkside	8	1041
599800	Timaru Gardens	7	1022
599900	Redruth	9	1061
600100	Twizel Community	6	980
600200	Fairlie	5	976
600312	Mt Cook	5	967
600320	Lake Tekapo	3	938
600321	Inland Water-Lake Alexandrina	3	934
600322	Inland Water-Lake Tekapo		
600323	Mackenzie	2	925
600410	Waihao	3	938
600420	St Andrews	7	1010
600500	Waimate	8	1043
600600	Weston	2	922
600811	Pukeuri	3	937
600812	Ardgowan	2	916
600813	Cape Wanbrow	3	927
600822	Duntroon	6	988
600824	Kurow	6	980
600826	Maheno	3	941
600827	Omarama	4	944
600828	Kakanui	6	983
600830	Otematata	5	969
600831	Aviemore	3	927
600832	Inland Water-Lake Ohau		
600840	Hampden	7	1014
601010	Oamaru North	7	1010
601020	Orana Park	7	1006
601030	Oamaru Central	7	1011
601040	Oamaru South	5	964
601200	Palmerston	8	1027
601301	Waihemo	3	940
601302	Hyde	3	934
601400	Waikouaiti	6	983
601500	Aramoana	7	1008
601602	Waitati	4	954
601603	Evansdale	5	975
601604	Karitane	8	1047
601605	Warrington	6	995
601700	Nenthorn	3	936
601900	Fairfield	1	904
602000	Brighton	6	991
602100	Waldronville	3	930
602200	Outram	2	922
602300	Middlemarch	7	1006
602411	Wyllies Crossing	1	893
602412	Wingatui	2	913
602421	Kaikorai Hill	1	895
602422	Kaikorai Lagoon	1	882
602500	Momona	3	928
602600	Silverpeaks	3	937
602800	Fryatt	10	1107
602900	High St-The Oval	9	1103
603000	High St-Stuart St	8	1039
603100	Stuart St-Frederick St	9	1073
603210	Opoho	3	933
603220	Forrester Park	6	983
603300	North-East Valley	7	1021
603400	Pine Hill	7	1002
603500	Woodhaugh	6	989
603601	North Dunedin	9	1101
603602	Otago University	9	1107
603710	Maori Hill	2	911
603720	Balmacewen	4	956
603810	Glenleith	2	912
603820	Helensburgh	1	906
603910	Wakari	6	992
603920	Halfway Bush	6	994
603930	Brockville	8	1032
604010	Roslyn North	3	928
604020	Roslyn South	3	931
604110	Mornington	5	973
604120	Belleknowes	2	925
604130	Kenmure	3	936
604210	Caversham	8	1057
604221	Corstorphine West	10	1143
604222	Corstorphine East	4	945
604300	Caledonian	10	1107
604410	South Dunedin	10	1163
604420	Forbury	9	1096
604500	St Clair	6	990
604611	Musselburgh	4	957
604612	Andersons Bay	2	915
604620	Vauxhall	1	905
604710	St Leonards-Blanket Bay	2	910
604720	Ravensbourne	5	972
604810	Inner Peninsula	3	936
604821	Raynbirds Bay	2	910
604822	Macandrew Bay	1	906
604830	Broad Bay-Portobello	3	940
604901	Taiaroa-Cape Saunders	6	999
604902	Sandymount	2	916
605100	Sawyers Bay	5	977
605200	Port Chalmers	8	1051
605400	St Kilda West	6	982
605500	St Kilda Central	8	1055
605600	St Kilda East	8	1049
605800	Green Island Central	5	977
605910	Abbotsford	3	939
605920	Concord	6	980
606100	Mosgiel East	7	1005
606210	Mosgiel South	5	978
606220	East Taieri	1	901
606300	Bush Road	6	986
606500	Benhar	5	971
606600	Stirling	3	928
606700	Bruce	3	931
606800	Milton	7	1020
606900	Kaitangata	7	1017
607000	Clinton	5	961
607100	Kaka Point	5	974
607200	Owaka	5	971
607300	Clutha	2	910
607400	Balclutha	5	971
607501	Teviot	4	956
607502	Tuapeka	2	919
607600	Tapanui	5	969
607700	Lawrence	8	1024
607800	Roxburgh	7	1012
607900	Ranfurly	6	982
608000	Maniototo	2	918
608100	Naseby	4	944
608302	Dunstan	2	924
608303	Clyde	4	949
608304	Hawea	4	946
608305	Inland Water-Lake Hawea		
608500	Alexandra	4	955
608600	Cromwell	6	986
608700	Frankton	3	937
608800	Wanaka	3	934
609011	Milford	8	1035
609012	Glenorchy	5	975
609022	Kelvin Heights	1	895
609023	Sunshine Bay	2	920
609026	Skippers	1	884
609027	Inland Water-Lake Wakatipu		
609028	Lake Hayes	1	887
609029	Matukituki	1	908
609030	Inland Water-Lake Wanaka		
609200	Arrowtown	3	931
609301	Queenstown Bay	5	971
609302	Earnslaw	3	938
609400	Balfour Community	5	965
609500	Riversdale Community	3	941
609600	Lumsden Community	8	1028
609700	Edendale Community	4	955
609800	Wyndham	5	973
609911	Makarewa North	1	901
609912	Makarewa	1	909
609913	Bay Road West	1	907
609914	Mill Road-Woodend	3	937
609921	Bushy Point	2	912
609922	Otatara	1	891
610010	Charlton	2	919
610020	Waikaia	1	908
610031	Kaweku	1	894
610032	Chatton	1	906
610033	Kaiwera	1	897
610040	Hokonui	1	909
610051	Waianiwa	2	910
610052	Oreti Beach	3	939
610061	Dacre	1	894
610062	Myross Bush	1	873
610072	Waituna	1	905
610073	Woodlands	1	897
610074	Greenhills	5	974
610075	Tiwai Point		
610080	Toetoes	2	914
610090	Wallacetown	3	936
610210	North Gore	5	968
610220	East Gore	7	1001
610230	Central Gore	5	969
610240	West Gore	4	956
610250	South Gore	6	992
610400	Mataura	8	1035
610500	Winton	4	951
610601	Grasmere	6	979
610602	Waikiwi	4	951
610700	Rosedale	2	913
610800	Gladstone-Avenal	4	944
610900	Windsor	5	975
611001	Waverley-Glengarry	8	1038
611002	Hawthorndale	7	1005
611100	Richmond	6	999
611210	Otakaro Park	9	1072
611220	Crinan	10	1213
611300	West Invercargill	10	1234
611400	Georgetown	9	1059
611500	Newfield-Rockdale	7	1009
611601	Heidelberg	9	1070
611602	Strathern	8	1055
611700	Appleby-Kew	9	1072
611800	Kingswell-Clifton	8	1049
611900	Tisbury	3	941
612100	Bluff	9	1062
612200	Nightcaps	9	1058
612300	Ohai	10	1142
612400	Te Anau	4	948
612500	Tuatapere	6	990
612600	Otautau	7	1003
612712	Manapouri	5	960
612713	Mossburn	2	911
612714	Mararoa River	1	902
612715	Inland Water-Lake Te Anau		
612720	Wairio	3	937
612730	Te Waewae	4	956
612740	Fairfax	2	919
612801	Riverton East	9	1078
612802	Riverton West	8	1038
612901	Fiordland	9	1089
612902	Inland Water-Lake Manapouri		
612903	Inland Water-Lake Hauroko		
613000	Stewart Island	7	1004
614001	Oceanic-Kermadec Islands		
614002	Kermadec Islands		
614502	Inlet-Hokianga Harbour		
614503	Three Kings Islands		
614504	Oceanic-Northland Region		
614601	Inlet-Rangaunu Harbour		
614602	Inlet-Doubtless Bay		
614700	Inlet-Whangaroa Harbour		
614800	Inlet-Bay of Islands		
615101	Inlet-Tutukaka Harbour		
615102	Inlet-Whangarei Harbour		
615301	Inlet-Port Whangarei		
615302	Inlet-Mangawhai Harbour		
615800	Mokohinau Island		
615900	Little Barrier Island		
616001	Kaikoura and Rangiahua Islands		
616002	Inlet-Port Fitzroy		
616100	Cape Barrier		
616200	Rakitu Island		
616300	Browns Island		
616400	Aiguilles Island		
617000	Inlet-Kaipara Harbour North		
617101	Inlet-Kaipara Harbour South		
617102	Inlet-Kaipara River		
617200	Inlet-Takapuna Head		
617400	Inlet-Hobson Bay		
617500	Oceanic-Auckland Region East		
617602	Oceanic-Auckland Region West		
617603	Manukau Harbour		
617604	Inlet-Manukau Harbour		
617701	Tamaki Strait		
617702	Inlets-Tamaki		
617800	Inlet-Waiuku River		
617900	Inlet-Waitemata Harbour		
618300	Te Motu Island		
618400	Motiti Island		
618500	Mayor Island		
619000	Inlet-Raglan Harbour		
619101	Inlet-Aotea Harbour North		
619102	Inlets-Otorohanga District		
619201	Inlet-Waitomo District		
619202	Oceanic-Waikato Region West		
619301	Inlets-Thames-Coromandel Distri		
619302	Islands-Thames-Coromandel Distr		
619303	Bays-Thames-Coromandel District		
619400	Oceanic-Waikato Region East		
619500	Inlet-Firth of Thames		
619701	Moutohora Island		
619702	Oceanic-Bay of Plenty Region		
619900	White Island		
620000	Inland Water-Lake Taupo		
620400	Oceanic-Gisborne Region		
620901	Inlet-Port Napier		
620903	Oceanic-Hawke's Bay Region		
620904	Bare Island		
621401	Port-Taranaki		
621402	Oceanic-Taranaki Region		
621500	Oceanic-Oil Rigs Taranaki		
622000	Oceanic-Tararua Constituency		
622100	Inlet-Wellington Harbour		
622201	Inlet-Porirua Harbour		
622202	Oceanic-Wellington Region		
622700	Oceanic-Manawatu-Wanganui Regio		
623801	Inlet-Tasman Bay	7	1017
623803	Oceanic-Tasman Region		
623804	Oceanic-Nelson Region		
623805	Oceanic-Marlborough Region		
623806	Oceanic-Canterbury Region North		
623900	Inlet-Ligar Bay		
624100	Inlet-Buller River		
624600	Oceanic-West Coast Region		
625101	Inlet-Port Lyttelton		
625102	Inlets-Banks Peninsula Bays		
625103	Oceanic-Canterbury Region South		
625200	Oceanic-Chatham Islands		
625300	Inlet-Port Timaru		
625800	Inlet-Otago Harbour		
625901	Inlet-Dunedin City Bays		
625902	Oceanic-Otago Region		
626000	Inlet-Port Oamaru		
626100	Inlet-Milford Sound		
626500	Dog Island		
626601	Oceanic-Campbell Island		
626602	Campbell Island		
626700	Centre Island		
626801	Inlet-Bluff Harbour		
626802	Inlet-New River Estuary		
626900	Oceanic-Oil Rig Southland		
627000	Inlet-Jacobs River Estuary		
627201	Oceanic-Southland Region		
627203	Oceanic-Auckland Islands		
627204	Auckland Islands		
