SA22018_V1,SA22018__1,LAND_AREA_,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,SA22018_name,SA2_average_NZDep2018,SA2_average_NZDep2018_score,URPopnSA2_2018,TALB2018_V,TALB2018_1
"243700",Petone Central,1.296389360000000,1.296389360000000,1756715.217299999902025,5434732.740949999541044,-41.223623560000000,174.869694439999989,Petone Central,"5","969","954","04600",Lower Hutt City
"243800",Tirohanga,1.180529990000000,1.180529990000000,1759807.592549999943003,5437483.432000000029802,-41.198254509999998,174.905849660000001,Tirohanga,"1","901","1287","04600",Lower Hutt City
"243900",Manor Park,1.592317110000000,1.592317110000000,1766124.503000000026077,5442062.317950000055134,-41.155761699999999,174.979900100000009,Manor Park,"4","958","417","04600",Lower Hutt City
"244000",Alicetown-Melling,1.255418590000000,1.255418590000000,1758746.600199999986216,5435754.595700000412762,-41.214027860000002,174.893651849999998,Alicetown-Melling,"5","977","2793","04600",Lower Hutt City
"244100",Taita North,1.145590300000000,1.145590300000000,1764804.117950000101700,5440370.365600000135601,-41.171263160000002,174.964627449999995,Taita North,"10","1118","3075","04600",Lower Hutt City
"244200",Boulcott,1.582469380000000,1.582469380000000,1761360.288450000109151,5437325.325699999928474,-41.199370039999998,174.924398719999999,Boulcott,"4","955","2613","04600",Lower Hutt City
"244300",Hutt Central North,1.070969770000000,1.070969770000000,1759849.110000000102445,5436319.804200000129640,-41.208722360000003,174.906648689999997,Hutt Central-North,"5","970","951","04600",Lower Hutt City
"244400",Avalon West,1.210860390000000,1.210860390000000,1762779.458399999886751,5438236.496799999848008,-41.190882989999999,174.941072190000000,Avalon West,"6","997","2628","04600",Lower Hutt City
"244500",Stokes Valley Central,1.488413050000000,1.488413050000000,1765878.281350000062957,5440606.726400000043213,-41.168916209999999,174.977361260000009,Stokes Valley Central,"7","1011","2112","04600",Lower Hutt City
"244600",Taita South,3.399534710000000,3.399534710000000,1764313.421649999916553,5438864.080400000326335,-41.184923380000001,174.959185340000005,Taita South,"10","1137","3078","04600",Lower Hutt City
"244700",Petone East,1.630047450000000,1.630047450000000,1758466.916050000116229,5434562.130599999800324,-41.224818399999997,174.890626550000007,Petone East,"6","994","3906","04600",Lower Hutt City
"244800",Hutt Central South,1.294182800000000,1.294182800000000,1760064.909900000086054,5435785.325050000101328,-41.213491589999997,174.909361289999993,Hutt Central-South,"2","917","3225","04600",Lower Hutt City
"244900",Stokes Valley North,4.796163680000000,4.796163680000000,1767205.493950000032783,5440796.881699999794364,-41.166931699999999,174.993121349999996,Stokes Valley North,"4","959","3435","04600",Lower Hutt City
"245000",Petone Esplanade,0.974364170000000,0.974364170000000,1758172.534800000023097,5434028.978000000119209,-41.229675970000002,174.887254250000012,Petone Esplanade,"6","1005","2631","04600",Lower Hutt City
"245100",Epuni West,0.986986230000000,0.986986230000000,1761589.635900000110269,5436613.055549999698997,-41.205736750000000,174.927320650000013,Epuni West,"7","1007","3090","04600",Lower Hutt City
"245200",Avalon East,0.813837530000000,0.813837530000000,1763059.270950000034645,5437682.580849999561906,-41.195813469999997,174.944554610000012,Avalon East,"9","1079","2466","04600",Lower Hutt City
"245300",Woburn,0.624883860000000,0.624883860000000,1759907.340950000099838,5435074.635250000283122,-41.219920999999999,174.907668650000005,Woburn,"2","922","1752","04600",Lower Hutt City
"245400",Naenae Central,1.382163090000000,1.382163090000000,1763469.752950000111014,5437237.303799999877810,-41.199739430000001,174.949566070000003,Naenae Central,"10","1141","3420","04600",Lower Hutt City
"245500",Waterloo West,0.726997770000000,0.726997770000000,1760999.450750000076368,5435597.640949999913573,-41.214995930000001,174.920552570000012,Waterloo West,"4","964","2283","04600",Lower Hutt City
"245600",Epuni East,1.003877350000000,1.003877350000000,1762212.657600000035018,5436246.317950000055134,-41.208913819999999,174.934844840000011,Epuni East,"7","1017","2949","04600",Lower Hutt City
"245700",Gracefield,3.746961030000000,3.875229710000000,1760116.522200000006706,5432820.526399999856949,-41.240173059999996,174.910753790000001,Gracefield,"7","1025","141","04600",Lower Hutt City
"245800",Moera,0.623982010000000,0.623982010000000,1759548.448550000088289,5434191.315499999560416,-41.227944280000003,174.903620079999996,Moera,"10","1127","1626","04600",Lower Hutt City
"245900",Delaney,2.068429300000000,2.068429300000000,1765991.992199999978766,5438654.211849999614060,-41.186470600000000,174.979245259999999,Delaney,"10","1134","2604","04600",Lower Hutt City
"246000",Waiwhetu,1.679723030000000,1.679723030000000,1760711.867899999953806,5434434.370749999769032,-41.225525820000001,174.917429819999995,Waiwhetu,"7","1018","4305","04600",Lower Hutt City
"246100",Waterloo East,1.081416390000000,1.081416390000000,1761714.533099999884143,5435254.779149999842048,-41.217940089999999,174.929168849999996,Waterloo East,"4","955","3096","04600",Lower Hutt City
"246200",Naenae North,2.611272920000000,2.611272920000000,1764558.980100000044331,5437475.154149999842048,-41.197377560000000,174.962485109999989,Naenae North,"10","1133","2535","04600",Lower Hutt City
"246300",Manuka,1.314316330000000,1.314316330000000,1766644.664000000106171,5438799.449149999767542,-41.185029120000003,174.986983530000003,Manuka,"2","922","1725","04600",Lower Hutt City
"246400",Naenae South,1.182140110000000,1.182140110000000,1763524.114300000015646,5436155.803700000047684,-41.209464859999997,174.950503230000010,Naenae South,"10","1147","2745","04600",Lower Hutt City
"246500",Towai,5.007361140000000,5.007361140000000,1762168.364999999990687,5433900.919750000350177,-41.230037729999999,174.934939259999993,Towai,,,"0","04600",Lower Hutt City
"246600",Arakura,1.960798600000000,1.960798600000000,1762972.995799999916926,5432919.886800000444055,-41.238707949999998,174.944796410000009,Arakura,"8","1058","2793","04600",Lower Hutt City
"246700",Eastern Bays,1.926320150000000,1.926320150000000,1759892.673549999948591,5428314.947399999946356,-41.280780280000002,174.909265309999995,Eastern Bays (Lower Hutt),"1","894","2079","04600",Lower Hutt City
"246800",Pencarrow,268.415043500000024,268.415043500000024,1769765.316749999998137,5428502.578900000080466,-41.277076170000001,175.027032810000009,Pencarrow,"3","944","651","04600",Lower Hutt City
"246900",Wainuiomata West,2.106791370000000,2.106791370000000,1761943.633850000100210,5431572.328999999910593,-41.251046410000001,174.932877079999997,Wainuiomata West,"7","1009","3570","04600",Lower Hutt City
"247000",Glendale,3.208979330000000,3.208979330000000,1763795.551900000078604,5432425.605849999934435,-41.242991600000003,174.954739350000011,Glendale,"8","1051","4050","04600",Lower Hutt City
"247100",Wainuiomata Central,1.262929590000000,1.262929590000000,1762571.800950000062585,5430408.267950000241399,-41.261399980000000,174.940680729999997,Wainuiomata Central,"8","1036","1803","04600",Lower Hutt City
"247200",Eastbourne,1.927501140000000,1.927501140000000,1758593.857300000032410,5426173.490399999544024,-41.300315619999999,174.894322200000005,Eastbourne,"1","907","2709","04600",Lower Hutt City
"247300",Homedale East,2.909863960000000,2.909863960000000,1764039.602799999993294,5429516.604600000195205,-41.269130599999997,174.958432590000001,Homedale East,"8","1034","3063","04600",Lower Hutt City
"247400",Homedale West,1.314911480000000,1.314911480000000,1763301.089549999916926,5428980.971549999900162,-41.274102300000003,174.949764069999986,Homedale West,"8","1038","2631","04600",Lower Hutt City
"247500",Makara-Ohariu,177.489038550000004,177.489038550000004,1743692.189650000073016,5431037.507550000213087,-41.259312370000004,174.715262539999998,Makara-Ohariu,"1","896","951","04700",Wellington City
"247600",Tawa North,1.444049460000000,1.444049460000000,1752777.591449999948964,5441410.366849999874830,-41.164255480000001,174.821072090000001,Tawa North,"5","979","3189","04700",Wellington City
"247700",Linden,1.117567410000000,1.117567410000000,1753863.319799999939278,5442230.701449999585748,-41.156664409999998,174.833801440000002,Linden,"7","1022","3258","04700",Wellington City
"247800",Tawa South,2.548523150000000,2.548523150000000,1752387.687850000103936,5439505.684349999763072,-41.181477530000002,174.816900659999988,Tawa South,"1","900","3426","04700",Wellington City
"247900",Tawa Central,1.531301270000000,1.531301270000000,1753266.642199999885634,5440315.205749999731779,-41.174023339999998,174.827172619999999,Tawa Central,"5","971","2643","04700",Wellington City
"248000",Grenada North,5.789545520000000,5.789545520000000,1754248.676650000037625,5439933.469399999827147,-41.177273950000000,174.838970369999998,Grenada North,"2","920","2286","04700",Wellington City
"248100",Churton Park North,4.710491350000000,4.710491350000000,1752078.016700000036508,5437713.384700000286102,-41.197672539999999,174.813655670000003,Churton Park North,"1","889","3858","04700",Wellington City
"248200",Takapu-Horokiwi,19.101410359999999,19.101410359999999,1755929.968700000084937,5438979.428349999710917,-41.185541649999998,174.859247879999998,Takapu-Horokiwi,"1","899","273","04700",Wellington City
"248300",Churton Park South,1.251459630000000,1.251459630000000,1751485.529199999989942,5436260.301300000399351,-41.210866310000000,174.806953099999987,Churton Park South,"1","907","3396","04700",Wellington City
"248400",Johnsonville West,1.176180780000000,1.176180780000000,1750357.724350000033155,5434925.034699999727309,-41.223098620000002,174.793835250000001,Johnsonville West,"3","938","3369","04700",Wellington City
"248500",Grenada Village,1.452018400000000,1.452018400000000,1753046.451499999966472,5436915.847350000403821,-41.204670610000001,174.825399030000000,Grenada Village,"1","910","1704","04700",Wellington City
"248600",Johnsonville North,0.893343460000000,0.893343460000000,1751139.027350000105798,5435514.874350000172853,-41.217642480000002,174.803006240000002,Johnsonville North,"3","945","3243","04700",Wellington City
"248700",Paparangi,1.313811540000000,1.313811540000000,1752552.049750000005588,5435585.256400000303984,-41.216743690000001,174.819837150000012,Paparangi,"4","951","2874","04700",Wellington City
"248800",Ngaio North,0.823895010000000,0.823895010000000,1748443.746049999957904,5432374.644550000317395,-41.246414590000001,174.771631210000010,Ngaio North,"1","901","2547","04700",Wellington City
"248900",Johnsonville Central,0.952422500000000,0.952422500000000,1751495.943149999948218,5434832.298899999819696,-41.223721249999997,174.807431269999995,Johnsonville Central,"7","1010","2802","04700",Wellington City
"249000",Broadmeadows,0.640287770000000,0.640287770000000,1750282.198349999962375,5433598.425049999728799,-41.235056720000003,174.793261050000012,Broadmeadows,"2","923","1629","04700",Wellington City
"249100",Crofton Downs,1.310530630000000,1.310530630000000,1747597.100649999920279,5431155.628299999982119,-41.257545110000002,174.761826289999988,Crofton Downs,"1","910","1641","04700",Wellington City
"249200",Johnsonville South,0.710686700000000,0.710686700000000,1751032.958249999908730,5434031.052349999547005,-41.231021759999997,174.802108339999990,Johnsonville South,"5","968","1692","04700",Wellington City
"249300",Khandallah Reserve,1.165540350000000,1.165540350000000,1749609.560550000052899,5432673.408099999651313,-41.243509799999998,174.785465170000009,Khandallah Reserve,"1","884","2037","04700",Wellington City
"249400",Karori Park,2.027442460000000,2.027442460000000,1744511.662000000011176,5428436.082249999977648,-41.282588760000003,174.725657250000012,Karori Park,"3","948","4566","04700",Wellington City
"249500",Newlands North,1.148108450000000,1.148108450000000,1752593.613850000081584,5434771.417550000362098,-41.224063119999997,174.820535989999996,Newlands North,"4","962","3846","04700",Wellington City
"249600",Ngaio South,1.369568960000000,1.369568960000000,1748796.666200000094250,5431617.885950000025332,-41.253163200000003,174.776025839999988,Ngaio South,"1","894","3087","04700",Wellington City
"249700",Newlands South,5.671127340000000,5.671127340000000,1752628.915650000097230,5433606.055499999783933,-41.234548590000003,174.821248190000006,Newlands South,"3","944","3978","04700",Wellington City
"249800",Woodridge,0.990005080000000,0.990005080000000,1753792.364749999949709,5435615.974650000222027,-41.216232390000002,174.834618260000013,Woodridge,"1","904","1605","04700",Wellington City
"249900",Karori North,1.619659790000000,1.619659790000000,1746090.129350000061095,5428960.046050000004470,-41.277587150000002,174.744372220000002,Karori North,"1","910","2589","04700",Wellington City
"250000",Khandallah North,1.018431170000000,1.018431170000000,1750635.995249999919906,5432720.155349999666214,-41.242898340000004,174.797697510000006,Khandallah North,"1","883","2724","04700",Wellington City
"250100",Wilton,1.258190850000000,1.258190850000000,1747481.470849999925122,5429957.319000000134110,-41.268355270000001,174.760736530000003,Wilton,"4","954","2205","04700",Wellington City
"250200",Khandallah South,0.725088270000000,0.725088270000000,1749854.194600000046194,5431655.612649999558926,-41.252628170000001,174.788633279999999,Khandallah South,"1","896","2004","04700",Wellington City
"250300",Wadestown,1.436611370000000,1.436611370000000,1748751.060899999924004,5430611.918300000019372,-41.262228829999998,174.775727109999991,Wadestown,"1","895","3753","04700",Wellington City
"250400",Karori South,1.401413980000000,1.401413980000000,1745136.236599999945611,5427708.958049999549985,-41.289023510000000,174.733285510000002,Karori South,"2","922","4518","04700",Wellington City
"250500",Onslow,0.767954900000000,0.767954900000000,1751050.111250000074506,5431975.966400000266731,-41.249521309999999,174.802821469999998,Onslow,"2","916","1818","04700",Wellington City
"250600",Karori East,1.229797950000000,1.229797950000000,1746324.464649999979883,5427907.006550000049174,-41.287025870000001,174.747422000000000,Karori East,"1","897","3561","04700",Wellington City
"250700",Pipitea-Kaiwharawhara,2.148554820000000,2.148554820000000,1749724.229449999984354,5429034.837899999693036,-41.276248219999999,174.787726389999989,Pipitea-Kaiwharawhara,"2","921","960","04700",Wellington City
