SA22018_V1,SA22018__1,LAND_AREA_,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,SA22018_name,SA2_average_NZDep2018,SA2_average_NZDep2018_score,URPopnSA2_2018,TALB2018_V,TALB2018_1
"256000",Kuripuni,1.257055960000000,1.257055960000000,1822476.050449999980628,5463242.567900000140071,-40.951675790000003,175.643263439999998,Kuripuni,"7","1020","1653","04800",Masterton District
"256100",Douglas Park,1.208276390000000,1.208276390000000,1823275.440650000004098,5463819.329749999567866,-40.946267659999997,175.652543530000003,Douglas Park,"8","1037","2016","04800",Masterton District
"256200",Solway South,6.385228610000000,6.385228610000000,1821640.939449999947101,5461330.883500000461936,-40.969105550000002,175.634035710000006,Solway South,"7","1024","3459","04800",Masterton District
"256300",Lansdowne East,3.326185870000000,3.326185870000000,1825703.664300000062212,5464287.538649999536574,-40.941387489999997,175.681190659999999,Lansdowne East,"7","1022","2715","04800",Masterton District
"256400",Cameron and Soldiers Park,1.486370100000000,1.486370100000000,1823981.211850000079721,5462591.947399999946356,-40.957119230000004,175.661363359999996,Cameron and Soldiers Park,"8","1062","2160","04800",Masterton District
"256500",Whareama,1596.027407810000113,1596.027407810000113,1851783.118449999950826,5465927.635999999940395,-40.919016939999999,175.989947459999996,Whareama,"5","973","1410","04800",Masterton District
"256600",Homebush-Te Ore Ore,103.120882260000002,103.120882260000002,1828182.483000000007451,5459748.551599999889731,-40.981541929999999,175.712278609999998,Homebush-Te Ore Ore,"2","931","1050","04800",Masterton District
"256700",McJorrow Park,0.901300460000000,0.901300460000000,1824483.817800000077114,5462236.579850000329316,-40.960179050000001,175.667458019999998,McJorrow Park,"10","1240","1677","04800",Masterton District
"256800",Mount Holdsworth,432.874636930000008,432.874636930000008,1806430.676049999892712,5467552.646350000053644,-40.917096630000003,175.451364450000000,Mount Holdsworth,"2","928","1767","04900",Carterton District
"256900",Carterton North,2.360912720000000,2.360912720000000,1812458.299099999945611,5456009.692149999551475,-41.019434459999999,175.526839389999992,Carterton North,"6","996","2526","04900",Carterton District
"257000",Kokotau,120.463821339999996,120.463821339999996,1816989.337599999969825,5453797.896499999798834,-41.038144899999999,175.581454669999999,Kokotau,"3","939","1221","04900",Carterton District
"257100",Carterton South,2.936645110000000,2.936645110000000,1811352.374550000065938,5454392.888100000098348,-41.034272420000001,175.514252120000009,Carterton South,"6","996","2814","04900",Carterton District
"257200",Gladstone (Carterton District),621.332962920000000,621.332962920000000,1840125.048900000052527,5433075.335950000211596,-41.218091010000002,175.864484510000011,Gladstone (Carterton District),"2","925","870","04900",Carterton District
"257300",Tauherenikau,337.705636070000025,337.705636070000025,1799058.134499999927357,5451445.144349999725819,-41.063900439999998,175.369074649999988,Tauherenikau,"2","916","1353","05000",South Wairarapa District
"257400",Kahutara,457.400191029999974,464.825858009999990,1774092.182400000048801,5422217.569199999794364,-41.332731639999999,175.080462549999993,Kahutara,"4","959","1035","05000",South Wairarapa District
"257500",Featherston,3.181713150000000,3.181713150000000,1795140.810550000052899,5445749.970750000327826,-41.116109649999999,175.324296709999999,Featherston,"7","1031","2487","05000",South Wairarapa District
"257600",Inland water Lake Wairarapa,0.000000000000000,63.482246609999997,1787903.412500000093132,5435067.708549999631941,-41.213968059999999,175.241432879999991,Inland water Lake Wairarapa,,,"0","05000",South Wairarapa District
"257700",Greytown,5.070153710000000,5.070153710000000,1806160.374499999918044,5449189.868350000120699,-41.082429410000003,175.454283779999997,Greytown,"3","940","2466","05000",South Wairarapa District
"257800",Aorangi Forest,1579.079805840000063,1579.079805840000063,1805548.628150000004098,5416708.605200000107288,-41.374903009999997,175.457937380000004,Aorangi Forest,"3","939","1464","05000",South Wairarapa District
"257900",Martinborough,4.499420230000000,4.499420230000000,1806094.099949999945238,5433925.651999999769032,-41.219819710000003,175.458625369999993,Martinborough,"5","964","1767","05000",South Wairarapa District
"300200",Oceanic Tasman Region,0.000000000000000,5003.012623839999833,1589056.362800000002608,5499766.579649999737740,-40.652886789999997,172.870552620000012,Oceanic Tasman Region,,,"0","05100",Tasman District
"300300",Golden Bay/Mohua,2249.834733220000089,2249.834733220000089,1563929.852949999971315,5475657.465649999678135,-40.869354809999997,172.571956550000010,Golden Bay/Mohua,"6","986","2421","05100",Tasman District
"300400",Inlets Golden Bay,0.000000000000000,113.898057969999996,1588750.388449999969453,5513279.233599999919534,-40.531149159999998,172.867174500000004,Inlets Golden Bay,,,"0","05100",Tasman District
"300500",Takaka,12.342270729999999,12.342270729999999,1584727.628999999957159,5476707.027449999935925,-40.860551760000000,172.818786979999999,Takaka,"6","1001","1335","05100",Tasman District
"300600",Pohara-Abel Tasman,326.047359700000015,326.047359700000015,1593532.014350000070408,5472617.459350000135601,-40.897509120000002,172.923211960000003,Pohara-Abel Tasman,"6","994","1470","05100",Tasman District
"300700",Takaka Hills,277.433955780000019,277.433955780000019,1593624.362500000046566,5455639.572449999861419,-41.050451260000003,172.924133310000002,Takaka Hills,"5","978","1185","05100",Tasman District
"300800",Kaiteriteri-Riwaka,28.569483790000000,28.569483790000000,1600395.974200000055134,5451857.335300000384450,-41.084547039999997,173.004714320000005,Kaiteriteri-Riwaka,"5","978","1761","05100",Tasman District
"300900",Upper Moutere,445.965864329999988,445.965864329999988,1587558.857150000054389,5433551.304899999871850,-41.249351689999997,172.851508959999990,Upper Moutere,"5","965","1962","05100",Tasman District
"301000",Lower Moutere,62.017963880000003,62.017963880000003,1598364.731900000013411,5443431.842199999839067,-41.160442719999999,172.980508680000014,Lower Moutere,"6","992","1683","05100",Tasman District
"301100",Motueka North,2.557780610000000,2.557780610000000,1601107.400249999947846,5449487.740000000223517,-41.105891900000003,173.013188549999995,Motueka North,"7","1031","2478","05100",Tasman District
"301200",Motueka West,7.867966180000000,7.867966180000000,1599631.463950000004843,5447316.733149999752641,-41.125449130000000,172.995609629999990,Motueka West,"8","1038","2523","05100",Tasman District
"301300",Motueka East,3.237756180000000,3.237756180000000,1601613.697549999924377,5447920.826299999840558,-41.120005910000003,173.019222399999990,Motueka East,"6","993","3006","05100",Tasman District
"301400",Inlets Motueka,0.000000000000000,10.652446360000001,1601742.854899999918416,5444716.830849999561906,-41.148867320000001,173.020770029999994,Inlets Motueka,,,"0","05100",Tasman District
"301500",Golden Downs,1819.627227610000091,1819.627227610000091,1582330.448349999962375,5404725.045500000007451,-41.508909220000000,172.788265249999995,Golden Downs,"5","970","1827","05100",Tasman District
"301600",Moutere Hills,98.434957049999994,98.434957049999994,1602815.120700000086799,5431920.685499999672174,-41.264130880000003,173.033607399999994,Moutere Hills,"2","922","3177","05100",Tasman District
"301700",Ruby Bay-Mapua,9.768912900000000,9.768912900000000,1606744.572850000113249,5434416.554250000044703,-41.241625259999999,173.080490260000005,Ruby Bay-Mapua,"2","921","2562","05100",Tasman District
"301800",Murchison-Nelson Lakes,3706.007822739999938,3739.513311749999957,1555615.433100000023842,5362898.087349999696016,-41.884599530000003,172.465034900000006,Murchison-Nelson Lakes,"5","975","1290","05100",Tasman District
"301900",Inlet Waimea West,0.000000000000000,23.209047429999998,1608738.717849999899045,5429699.432749999687076,-41.284097109999998,173.104356130000014,Inlet Waimea West,,,"3","05100",Tasman District
"302000",Islands Tasman District,15.891916380000000,15.891916380000000,1612765.890649999957532,5430837.421400000341237,-41.273792729999997,173.152423879999986,Islands Waimea Inlet,"6","989","99","05100",Tasman District
"302100",Waimea West,59.166745440000000,59.166745440000000,1606798.922550000017509,5424631.801500000059605,-41.329763730000003,173.081248130000006,Waimea West,"3","933","1137","05100",Tasman District
"302200",Appleby,20.065187609999999,20.065187609999999,1611500.860700000077486,5424128.032800000160933,-41.334248140000000,173.137446399999988,Appleby,"5","971","786","05100",Tasman District
"302300",Wakefield,9.980458440000000,9.980458440000000,1603697.995799999916926,5415658.270999999716878,-41.410614389999999,173.044246340000001,Wakefield,"2","930","2448","05100",Tasman District
"302400",Richmond West (Tasman District),6.461177220000000,6.461177220000000,1614184.275949999922886,5424571.933950000442564,-41.330206859999997,173.169505320000013,Richmond West,"8","1049","924","05100",Tasman District
"302500",Wakefield Rural,375.732330119999972,375.732330119999972,1610145.808100000023842,5406096.304800000041723,-41.496688339999999,173.121554680000003,Wakefield Rural,"3","932","1248","05100",Tasman District
"302600",Brightwater,4.837924510000000,4.837924510000000,1608350.511450000107288,5419407.576949999667704,-41.376807239999998,173.099861709999999,Brightwater,"2","927","2133","05100",Tasman District
"302700",Hope,7.444465350000000,7.444465350000000,1611966.979899999918416,5420504.300300000235438,-41.366882709999999,173.143088409999990,Hope,"3","944","930","05100",Tasman District
"302800",Richmond Central (Tasman District),1.152875180000000,1.152875180000000,1615846.162999999942258,5423758.432000000029802,-41.337503650000002,173.189386369999994,Richmond Central,"9","1064","1848","05100",Tasman District
"302900",Ben Cooper Park,0.915495180000000,0.915495180000000,1614715.394099999917671,5422919.382299999706447,-41.345082970000000,173.175892309999995,Ben Cooper Park,"6","986","2355","05100",Tasman District
"303000",Richmond South (Tasman District),2.507621700000000,2.507621700000000,1614351.025799999944866,5421605.860550000332296,-41.356921290000003,173.171568119999989,Richmond South,"2","926","618","05100",Tasman District
"303100",Wilkes Park,0.881573000000000,0.881573000000000,1615617.524849999928847,5422645.629350000061095,-41.347531859999997,173.186682420000011,Wilkes Park,"3","942","2304","05100",Tasman District
"303200",Templemore,1.426755490000000,1.426755490000000,1617083.528249999973923,5423309.467749999836087,-41.341522480000002,173.204187359999992,Templemore,"1","903","2004","05100",Tasman District
"303300",Easby Park,1.128797540000000,1.128797540000000,1616595.031350000062957,5422732.178650000132620,-41.346732709999998,173.198364510000005,Easby Park,"5","974","2754","05100",Tasman District
"303400",Fairose,1.421051680000000,1.421051680000000,1615128.573499999940395,5421995.863950000144541,-41.353394049999999,173.180854019999998,Fairose,"2","921","1620","05100",Tasman District
"303500",Aniseed Valley,57.247605319999998,57.247605319999998,1617467.215599999995902,5418327.441999999806285,-41.386390390000003,173.208916759999994,Aniseed Valley,"1","884","492","05100",Tasman District
"303600",Nelson Rural,366.394402850000006,366.394402850000006,1634585.759000000078231,5434697.864550000056624,-41.238379709999997,173.412728270000002,Nelson Rural,"2","929","1896","05200",Nelson City
"303700",Inlets Nelson City,0.000000000000000,25.016378750000001,1625721.827499999897555,5434854.029050000011921,-41.237303580000003,173.306945890000009,Inlets Nelson City,"8","1052","57","05200",Nelson City
"303800",Marybank,1.008883490000000,1.008883490000000,1627001.364000000059605,5435782.930949999950826,-41.228894560000001,173.322173660000004,Marybank,"3","936","1068","05200",Nelson City
"303900",Port Nelson,0.978581140000000,0.978581140000000,1623284.353600000031292,5432173.593349999748170,-41.261522110000001,173.277961479999988,Port Nelson,,,"33","05200",Nelson City
"304000",Nelson Airport,2.956205780000000,2.956205780000000,1619235.806300000054762,5428394.743449999950826,-41.295667500000000,173.229750910000007,Nelson Airport,"7","1009","96","05200",Nelson City
"304100",Tahunanui,1.614760100000000,1.614760100000000,1620191.219499999890104,5429633.156700000166893,-41.284488899999999,173.241121120000003,Tahunanui,"8","1048","2745","05200",Nelson City
"304200",Britannia,0.840533860000000,0.840533860000000,1622640.542450000066310,5431404.770299999974668,-41.268465749999997,173.270304500000009,Britannia,"5","980","1767","05200",Nelson City
"304300",Atawhai,4.532257260000000,4.532257260000000,1626791.888100000098348,5433677.294499999843538,-41.247868519999997,173.319766710000010,Atawhai,"3","943","2790","05200",Nelson City
"304400",Broadgreen-Monaco,1.135387300000000,1.135387300000000,1618992.053850000025705,5427108.552649999968708,-41.307258890000000,173.226879719999999,Broadgreen-Monaco,"6","991","2376","05200",Nelson City
"304500",Washington,1.124968940000000,1.124968940000000,1622323.319099999964237,5430656.051950000226498,-41.275218819999999,173.266544659999994,Washington,"7","1031","2847","05200",Nelson City
"304600",Tahuna Hills,2.677004570000000,2.677004570000000,1621210.833700000075623,5428900.653099999763072,-41.291060930000000,173.253322639999993,Tahuna Hills,"3","940","2847","05200",Nelson City
"304700",Nelson Central-Trafalgar,1.245699310000000,1.245699310000000,1623627.721900000004098,5430927.273900000378489,-41.272738629999999,173.282108779999987,Nelson Central-Trafalgar,"8","1052","675","05200",Nelson City
"304800",The Wood,1.161930280000000,1.161930280000000,1624491.657799999928102,5431551.179399999789894,-41.267092939999998,173.292398740000010,The Wood,"7","1015","2907","05200",Nelson City
"304900",Toi Toi,1.306780780000000,1.306780780000000,1621914.227350000059232,5429526.299150000326335,-41.285406510000001,173.261700719999993,Toi Toi,"9","1063","1659","05200",Nelson City
"305000",Nayland,0.840688660000000,0.840688660000000,1619797.093750000000000,5427431.761800000444055,-41.304328169999998,173.236486159999998,Nayland,"6","996","1899","05200",Nelson City
"305100",Aldinga,1.111107050000000,1.111107050000000,1618546.317349999910221,5426374.633700000122190,-41.313880169999997,173.221577359999998,Aldinga,"4","957","3168","05200",Nelson City
"305200",Victory,0.630071600000000,0.630071600000000,1622599.495399999897927,5429480.366050000302494,-41.285801370000001,173.269885840000001,Victory,"9","1077","1611","05200",Nelson City
"305300",Rutherford,1.214718850000000,1.214718850000000,1623641.491799999959767,5430040.678349999710917,-41.280724409999998,173.282307589999988,Rutherford,"4","964","2583","05200",Nelson City
"305400",Maitlands,0.768757890000000,0.768757890000000,1620342.577800000086427,5426939.338600000366569,-41.308750189999998,173.243018650000010,Maitlands,"6","992","2148","05200",Nelson City
"305500",Maitai,0.932235060000000,0.932235060000000,1624978.468200000002980,5430486.575799999758601,-41.276667650000000,173.298254200000002,Maitai,"5","967","1362","05200",Nelson City
"305600",Grampians,2.952652230000000,2.952652230000000,1622899.618100000079721,5428280.538499999791384,-41.296600570000003,173.273515040000007,Grampians,"8","1048","2412","05200",Nelson City
"305700",Saxton,3.862987330000000,3.862987330000000,1618545.301650000037625,5424171.682300000451505,-41.333723640000002,173.221632449999987,Saxton,"6","1000","57","05200",Nelson City
"305800",Suffolk,2.002127060000000,2.002127060000000,1618489.941749999998137,5425156.243900000117719,-41.324856320000002,173.220940899999988,Suffolk,"4","952","2721","05200",Nelson City
"305900",Omaio,5.471410200000000,5.471410200000000,1620452.121250000083819,5425179.756849999539554,-41.324597130000001,173.244386480000003,Omaio,"7","1017","3387","05200",Nelson City
"306000",Enner Glynn,7.055930190000000,7.055930190000000,1622128.032899999991059,5426245.363599999807775,-41.314954270000001,173.264373290000009,Enner Glynn,"4","954","2916","05200",Nelson City
"306100",Daelyn,1.472840310000000,1.472840310000000,1617787.339799999957904,5423679.401949999853969,-41.338175020000001,173.212588629999999,Daelyn,"1","894","852","05200",Nelson City
"306200",The Brook,6.902319920000000,6.902319920000000,1624399.253700000001118,5427829.824099999852479,-41.300616499999997,173.291444680000012,The Brook,"5","969","1992","05200",Nelson City
"306300",Marlborough Sounds West,1553.913312749999932,1553.913312749999932,1652472.953900000080466,5432612.797650000080466,-41.256197640000003,173.626353849999987,Marlborough Sounds West,"6","992","1986","05300",Marlborough District
"306400",Marlborough Sounds Coastal Marine,0.000000000000000,1999.662099330000046,1686150.612200000090525,5432928.157700000330806,-41.250468970000000,174.028259480000003,Marlborough Sounds Coastal Marine,,,"21","05300",Marlborough District
"306500",Marlborough Sounds East,1043.571984010000051,1043.571984010000051,1687050.031500000040978,5425056.428299999795854,-41.321267800000001,174.040118229999990,Marlborough Sounds East,"4","953","1923","05300",Marlborough District
"306600",Upper Wairau,4177.431474580000213,4177.431474580000213,1625292.657899999991059,5381495.417349999770522,-41.717937509999999,173.304062640000012,Upper Wairau,"2","925","1938","05300",Marlborough District
"306700",Waikawa (Marlborough District),3.856302460000000,3.856302460000000,1686579.710999999893829,5430864.142049999907613,-41.269012390000000,174.033673319999991,Waikawa (Picton),"5","965","1464","05300",Marlborough District
"306800",Waitohi (Marlborough District),5.311458540000000,5.311458540000000,1683694.770849999971688,5428079.137600000016391,-41.294399400000003,173.999617910000012,Waitohi (Picton),"8","1034","3039","05300",Marlborough District
"306900",Tuamarina,167.775426229999994,167.775426229999994,1676142.460750000085682,5414380.411000000312924,-41.418525420000002,173.911146589999987,Tuamarina,"2","923","1263","05300",Marlborough District
"307000",Awatere,3273.522586409999803,3286.312957099999949,1624348.961700000101700,5339510.301400000229478,-42.096114120000003,173.294450399999988,Awatere,"4","953","1617","05300",Marlborough District
"307100",Renwick,2.319610380000000,2.319610380000000,1668925.030999999959022,5404503.059150000102818,-41.508138039999999,173.825917540000006,Renwick,"3","934","2418","05300",Marlborough District
"307200",Lower Wairau,116.722064990000007,116.722064990000007,1683983.454799999948591,5406858.603099999949336,-41.485486629999997,174.006007519999997,Lower Wairau,"1","913","1212","05300",Marlborough District
"307300",Woodbourne,80.150609360000004,80.150609360000004,1675384.760749999899417,5401921.874149999581277,-41.530803100000000,173.903637940000010,Woodbourne,"2","917","2094","05300",Marlborough District
"307400",Spring Creek-Grovetown,9.687204310000000,9.687204310000000,1680498.076150000095367,5408067.486800000071526,-41.474956730000002,173.964101840000012,Spring Creek-Grovetown,"5","972","1071","05300",Marlborough District
"307500",Springlands,1.773345670000000,1.773345670000000,1678131.389399999985471,5404843.940249999985099,-41.504222919999997,173.936178310000003,Springlands,"4","951","3321","05300",Marlborough District
"307600",Yelverton,2.415743570000000,2.415743570000000,1677960.671300000045449,5403738.959300000220537,-41.514191279999999,173.934276089999997,Yelverton,"6","985","2559","05300",Marlborough District
"307700",Mayfield,1.461013610000000,1.461013610000000,1679473.473599999910221,5405015.468750000000000,-41.502546090000003,173.952234549999986,Mayfield,"8","1043","1674","05300",Marlborough District
"307800",Whitney West,1.902200080000000,1.902200080000000,1678605.252799999900162,5402867.026100000366569,-41.521981080000003,173.942113599999999,Whitney West,"6","984","2652","05300",Marlborough District
"307900",Blenheim Central,1.551534400000000,1.551534400000000,1680318.443849999923259,5403598.428899999707937,-41.515223919999997,173.962546470000007,Blenheim Central,"8","1056","1152","05300",Marlborough District
"308000",Riversdale-Islington,1.095247590000000,1.095247590000000,1680707.993550000013784,5404566.737049999646842,-41.506464029999997,173.967084440000008,Riversdale-Islington,"8","1038","2319","05300",Marlborough District
"308100",Whitney East,1.057471020000000,1.057471020000000,1680008.388999999966472,5403005.098399999551475,-41.520598589999999,173.958910110000005,Whitney East,"7","1009","2394","05300",Marlborough District
"308200",Redwoodtown West,1.062810950000000,1.062810950000000,1679135.140949999913573,5401975.780450000427663,-41.529955600000001,173.948580910000004,Redwoodtown West,"7","1006","2613","05300",Marlborough District
"308300",Witherlea West,2.436677520000000,2.436677520000000,1678853.858599999919534,5400857.564949999563396,-41.540054200000000,173.945356299999986,Witherlea West,"2","925","2601","05300",Marlborough District
"308400",Redwoodtown East,1.073658060000000,1.073658060000000,1680074.883099999977276,5402180.606200000271201,-41.528017439999999,173.959816679999989,Redwoodtown East,"6","990","2742","05300",Marlborough District
"308500",Riverlands,6.279273730000000,6.279273730000000,1681683.473749999888241,5402306.920950000174344,-41.526717310000002,173.979078200000004,Riverlands,"1","902","465","05300",Marlborough District
"308600",Witherlea East,1.374475060000000,1.374475060000000,1679960.405899999896064,5401051.605750000104308,-41.538196820000003,173.958594799999986,Witherlea East,"3","941","2808","05300",Marlborough District
"308700",Inlet Wairau River,0.000000000000000,14.397600830000000,1692310.712800000095740,5400037.146599999628961,-41.546003349999999,174.106785839999986,Inlet Wairau River,,,"0","05300",Marlborough District
"308800",Kaikoura Ranges,2037.537397560000045,2037.537397560000045,1653176.763599999947473,5328137.961350000463426,-42.197107969999998,173.644084969999994,Kaikoura Ranges,"4","962","1689","05400",Kaikoura District
"308900",Kaikoura,9.254432970000000,9.254432970000000,1655677.515350000001490,5304176.000599999912083,-42.412724799999999,173.676679510000014,Kaikoura,"6","997","2223","05400",Kaikoura District
"309000",Karamea,3129.346745419999934,3129.346745419999934,1538418.194200000027195,5428533.579450000077486,-41.292296620000002,172.264512150000002,Karamea,"9","1066","714","05500",Buller District
"309100",Inlets Buller District,0.000000000000000,6.345973000000000,1524613.074899999890476,5430953.759899999946356,-41.269327420000003,172.099951220000008,Inlets Buller District,,,"0","05500",Buller District
"309200",Westport North,8.658103219999999,8.658103219999999,1484338.529749999986961,5377696.316449999809265,-41.744138040000003,171.608993749999996,Westport North,"9","1111","1893","05500",Buller District
"309300",Westport Rural,88.758125419999999,88.758125419999999,1487544.275700000114739,5373573.186950000002980,-41.781725080000001,171.646757250000007,Westport Rural,"5","974","1260","05500",Buller District
"309400",Westport South,2.873348210000000,2.873348210000000,1484410.424750000005588,5375854.404000000096858,-41.760733819999999,171.609500190000006,Westport South,"9","1082","2496","05500",Buller District
"309500",Buller Coalfields,498.574959850000027,498.574959850000027,1505753.378299999982119,5379781.045749999582767,-41.728193500000003,171.866816110000002,Buller Coalfields,"10","1126","909","05500",Buller District
"309600",Charleston (Buller District),1016.791791640000042,1016.791791640000042,1482617.094650000100955,5357848.579199999570847,-41.922598229999998,171.584363700000011,Charleston (Buller District),"6","990","522","05500",Buller District
"309700",Inangahua,3195.707585499999823,3195.707585499999823,1517046.744600000092760,5330642.329699999652803,-42.171964520000003,171.995658780000014,Inangahua,"8","1046","864","05500",Buller District
"309800",Reefton,2.626429300000000,2.626429300000000,1505766.598100000061095,5336816.467950000427663,-42.115091769999999,171.860108929999996,Reefton,"9","1082","927","05500",Buller District
"309900",Barrytown,731.220547969999984,731.220547969999984,1470888.391000000061467,5314591.794449999928474,-42.310214119999998,171.433399479999991,Barrytown,"8","1036","939","05600",Grey District
"310000",Runanga,4.505154210000000,4.505154210000000,1456050.543300000019372,5304684.314399999566376,-42.396800020000001,171.250966790000007,Runanga,"9","1085","1185","05600",Grey District
"310100",Cobden,3.675646490000000,4.048262000000000,1452644.205349999945611,5300221.524749999865890,-42.436333490000003,171.208454600000010,Cobden,"10","1125","1551","05600",Grey District
"310200",Blaketown,0.742981730000000,0.742981730000000,1451776.614999999990687,5298972.748150000348687,-42.447409049999997,171.197589260000001,Blaketown,"8","1056","810","05600",Grey District
"310300",Greymouth Central,2.728741970000000,2.728741970000000,1451935.894450000021607,5297905.277750000357628,-42.457048309999998,171.199249860000009,Greymouth Central,"7","1029","978","05600",Grey District
"310400",King Park,0.842799160000000,0.842799160000000,1452865.501600000075996,5297970.713750000111759,-42.456636320000001,171.210567110000000,King Park,"9","1064","1053","05600",Grey District
"310500",Marsden,1.238489410000000,1.238489410000000,1452425.671950000105426,5296513.658649999648333,-42.469668400000003,171.204845720000009,Marsden,"6","984","1221","05600",Grey District
"310600",Karoro,6.502291900000000,6.502291900000000,1451725.594449999975041,5295062.578150000423193,-42.482596549999997,171.195958530000013,Karoro,"3","944","1017","05600",Grey District
"310700",Rutherglen-Camerons,11.716480839999999,11.716480839999999,1449265.565650000004098,5290196.580849999561906,-42.525921650000001,171.164761309999989,Rutherglen-Camerons,"2","916","1332","05600",Grey District
"310800",Greymouth Rural,340.001742799999988,340.001742799999988,1459330.798949999967590,5287005.423650000244379,-42.556544510000002,171.286467929999986,Greymouth Rural,"5","973","693","05600",Grey District
"310900",Dobson,169.894796820000010,169.894796820000010,1469336.535699999891222,5294769.812549999915063,-42.488404240000001,171.410076940000010,Dobson,"8","1052","828","05600",Grey District
"311000",Nelson Creek,899.974350980000054,899.974350980000054,1492091.000000000000000,5301484.379049999639392,-42.431455470000003,171.688139750000005,Nelson Creek,"7","1010","669","05600",Grey District
"311100",Lake Brunner,1301.260387940000101,1342.032476119999956,1493024.430050000082701,5275948.145100000314415,-42.661499569999997,171.694702710000001,Lake Brunner,"5","974","1065","05600",Grey District
"311200",Haast,4099.069747139999890,4105.504211960000248,1267184.976400000043213,5108730.062199999578297,-44.098909460000002,168.842051260000005,Haast,"7","1008","258","05700",Westland District
"311300",Westland Glaciers-Bruce Bay,3057.417928909999773,3071.070552250000219,1345214.537199999904260,5166232.967849999666214,-43.613279060000004,169.842613840000013,Westland Glaciers-Bruce Bay,"6","997","1074","05700",Westland District
"311400",Arahura-Kumara,262.268800349999992,262.268800349999992,1447460.272349999984726,5273149.724150000140071,-42.679005799999999,171.138228059999989,Arahura-Kumara,"5","977","1233","05700",Westland District
"311500",Hokitika,3.909358440000000,3.909358440000000,1433934.926650000037625,5268430.329149999655783,-42.718678679999996,170.971863229999997,Hokitika,"7","1013","2892","05700",Westland District
"311600",Inlets Westland District,0.000000000000000,26.341569369999998,1373919.188400000100955,5214061.756799999624491,-43.192388029999996,170.217660440000003,Inlets Westland District,,,"0","05700",Westland District
"311700",Hokitika Rural,154.377462030000004,154.377462030000004,1433214.643600000068545,5260828.574799999594688,-42.786936679999997,170.960829340000004,Hokitika Rural,"3","944","1440","05700",Westland District
"311800",Waitaha,1499.955162830000063,1499.955162830000063,1419476.951450000051409,5226738.498949999921024,-43.090581850000000,170.781997050000001,Waitaha,"8","1034","450","05700",Westland District
"311900",Whataroa-Harihari,1136.276933260000078,1136.276933260000078,1392133.985000000102445,5207303.067950000055134,-43.258417989999998,170.439052540000006,Whataroa-Harihari,"8","1042","642","05700",Westland District
"312000",Hokitika Valley-Otira,1614.538986269999896,1629.346565820000023,1461522.427949999924749,5251325.416550000198185,-42.878117940000003,171.304429120000009,Hokitika Valley-Otira,"6","996","651","05700",Westland District
"312100",Hanmer Range,3608.958915199999865,3622.496646340000098,1558742.614749999949709,5290901.931850000284612,-42.533165949999997,172.497613430000001,Hanmer Range,"2","918","261","05800",Hurunui District
"312200",Amuri,1835.565978379999933,1835.565978379999933,1596614.969899999909103,5278657.413449999876320,-42.644530660000001,172.958707379999993,Amuri,"4","962","2223","05800",Hurunui District
"312300",Hanmer Springs,4.230352110000000,4.230352110000000,1585464.793049999978393,5292137.612150000408292,-42.523002200000001,172.823034930000006,Hanmer Springs,"3","936","960","05800",Hurunui District
"312400",Upper Hurunui,1004.959576930000026,1004.959576930000026,1563064.314000000013039,5246428.355150000192225,-42.933879410000003,172.547333259999988,Upper Hurunui,"5","980","1473","05800",Hurunui District
"312500",Parnassus,994.562472520000028,994.562472520000028,1618209.805549999931827,5261931.618150000460446,-42.794946310000000,173.222671230000003,Parnassus,"6","996","1323","05800",Hurunui District
"312600",Ashley Forest,340.573876400000017,340.573876400000017,1564537.008200000040233,5225253.331100000068545,-43.124625870000003,172.564033980000005,Ashley Forest,"2","926","669","05800",Hurunui District
"312700",Omihi,717.866460409999945,717.866460409999945,1595665.616350000025705,5240779.068549999967217,-42.985634740000002,172.946835209999989,Omihi,"5","970","1242","05800",Hurunui District
"312800",Balcairn,130.575129559999993,130.575129559999993,1582436.499049999983981,5224546.577949999831617,-43.131616870000002,172.784057550000000,Balcairn,"4","949","2343","05800",Hurunui District
"312900",Amberley,3.628392880000000,3.628392880000000,1578147.103949999902397,5221928.026200000196695,-43.155084629999998,172.731216859999989,Amberley,"5","977","2067","05800",Hurunui District
"313000",Okuku,834.682122779999986,834.682122779999986,1538369.801949999993667,5224732.509050000458956,-43.127637679999999,172.242309979999987,Okuku,"1","913","726","05900",Waimakariri District
"313100",Ashley Gorge,336.705918870000005,336.705918870000005,1524843.582549999933690,5207217.470850000157952,-43.284114000000002,172.073652769999995,Ashley Gorge,"3","948","1134","05900",Waimakariri District
"313200",Oxford,11.828659480000001,11.828659480000001,1533738.681450000032783,5205686.281799999997020,-43.298735700000002,172.183093939999992,Oxford,"6","987","2214","05900",Waimakariri District
"313300",Starvation Hill-Cust,181.648423780000002,181.648423780000002,1548306.165550000034273,5206491.747899999842048,-43.292624850000003,172.362753220000002,Starvation Hill-Cust,"1","909","2217","05900",Waimakariri District
"313400",Loburn,89.427037720000001,89.427037720000001,1560763.266349999932572,5213456.438500000163913,-43.230664720000000,172.516805959999999,Loburn,"2","914","2175","05900",Waimakariri District
"313500",Eyrewell,272.109106390000022,272.109106390000022,1542353.533650000113994,5194680.918999999761581,-43.398535459999998,172.288136830000013,Eyrewell,"2","915","1806","05900",Waimakariri District
